smiles,solubility,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,12.638283271918432,-4.4917390243134285,12.638283271918432,0.005205498866212688,0.9276396785621283,303.67100000000005,294.59899999999993,303.038624248,106,0,0.4159868878382713,-0.38544538577543713,0.4159868878382713,0.38544538577543713,1.35,2.05,2.65,2.5848585910833357,697.0773947833336,14.91384908344359,10.201284719448816,10.957213665467272,9.34155382074099,5.475507916138237,5.8534723891474645,3.8872702501729623,4.265234723182189,2.6062978880375334,2.9715650518617336,1.6049609298946532,1.8283012118317348,-2.02,25451.664370170864,14.390392615597808,5.162909038431587,2.622204679359811,116.34735929055945,5.316788604006331,5.022633313741326,0.0,0.0,5.559266895052008,6.176298517443475,4.794537184071822,0.0,22.95172988647068,0.0,17.667306958694127,18.19910120538483,7.04767198267719,23.135067612677194,13.171245143024459,17.28832616491608,0.0,9.780484743446223,0.0,6.176298517443475,12.36446058668352,51.40220073002166,0.0,5.687386274683562,10.876055499058339,18.858631417708022,0.0,11.600939890232516,16.828156726123414,6.176298517443475,0.0,5.563451491696996,35.25684902953134,5.022633313741326,5.687386274683562,0.0,46.92,17.299016904192477,17.96578232709628,0.0,10.710019588424888,5.687386274683562,16.814537072068404,18.329577708536295,7.04767198267719,0.0,10.415470412307368,11.600939890232516,38.73272018612567,5.820039065780632,11.95714238473167,6.316827443940539,-1.2596042900184754,0.0,4.29867827223482,-3.2238866055681528,0.0,1.552527987217742,0.16666666666666666,20,1,4,0,0,0,1,1,2,4,1,8,2,0,0,0,2,2.9464000000000006,69.3927,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNc1ccccc1,-1.7,3.2075,0.9900925925925925,3.2075,0.9900925925925925,0.6315618337185989,121.18299999999995,110.09499999999997,121.08914935199999,48,0,0.033954008066378334,-0.3853248321134123,0.3853248321134123,0.033954008066378334,1.2222222222222223,1.8888888888888888,2.4444444444444446,2.61489994009295,157.4784207656209,6.52709773749546,5.593858127134677,5.593858127134677,4.431851652578137,3.221343774302781,3.221343774302781,1.8963554896743495,1.8963554896743495,1.1546899088772082,1.1546899088772082,0.7601281279823635,0.7601281279823635,-0.9800000000000001,145.16653667335345,6.144688279301746,3.1269217948780974,1.7620129800279678,55.71114953189822,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,19.056471336613843,12.232142680596137,0.0,0.0,5.687386274683562,0.0,0.0,0.0,6.923737199690624,11.861545009918906,30.33183534230805,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,6.544756405912575,0.0,0.0,6.923737199690624,30.33183534230805,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,6.544756405912575,5.687386274683562,0.0,18.19910120538483,24.373259940620173,0.0,0.0,0.0,0.0,3.2075,1.1944444444444446,0.0,10.18435185185185,0.0,3.08037037037037,0.0,0.25,9,1,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,2.1184,40.60570000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,12.550499574829933,-1.841597222222222,12.550499574829933,0.31488730368690776,0.7352272222320769,428.12000000000006,411.99200000000013,425.94661857200003,116,0,0.3474436988977703,-0.46031065916906944,0.46031065916906944,0.3474436988977703,0.9545454545454546,1.3181818181818181,1.6363636363636365,2.547618683970087,603.109197339405,16.328062645816686,12.215791545152774,15.387784623382183,10.3352596543712,6.792956770089674,8.378953309204379,5.178259645030261,7.009610702613641,3.162144085938763,4.219475112015232,2.0839047389101952,2.6125702519484313,-1.1699999999999995,68560.89639015324,17.18807448091896,6.939849894719326,3.59082505258118,146.1176041905734,9.843390348640755,0.0,0.0,5.601050810983688,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,56.12535606974514,49.239845656621675,8.945439031664828,6.103966387748303,14.637927532712576,37.82919308385055,0.0,0.0,0.0,25.552491598113235,0.0,68.6032785627517,0.0,0.0,0.0,0.0,0.0,31.859887795898697,17.17979907054086,15.132450948855558,0.0,24.974377382775238,57.47637557935771,0.0,0.0,0.0,46.53,11.570356098935537,9.901064578912528,0.0,6.103966387748303,11.126902983393991,8.945439031664828,0.0,62.37841094707412,0.0,31.859887795898697,4.736862953800049,7.006800857688755,6.702590440497186,12.550499574829933,11.147977135298564,-0.9181297241118662,-0.6878287981859408,13.926702097505668,-0.31488730368690776,3.502942386831276,0.0,0.23529411764705882,22,1,3,0,0,0,2,0,2,3,1,5,4,0,0,0,2,4.3991000000000025,92.51080000000002,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,10.515914141891326,-0.010459734819854072,10.515914141891326,0.010459734819854072,0.6657081006027629,306.51500000000004,276.275,306.20173658,118,0,0.059619234699370985,-0.3925514254232107,0.3925514254232107,0.059619234699370985,0.9047619047619048,1.7142857142857142,2.5714285714285716,1.473730703285255,464.4827066363416,14.405412915006313,13.553768019783586,14.370264600711312,10.021640493394058,9.357397053814898,10.300206095396963,9.447387413124977,10.93055066071937,8.860695889747529,10.261778532039479,7.4924844799377155,8.85688634234943,0.31,147131.25884722796,13.722050276297342,4.23046805826663,1.6987989542123867,133.1963970968836,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,0.0,13.847474399381248,85.86817810684722,10.499876059964349,6.103966387748303,5.106527394840706,11.761884949391115,0.0,0.0,34.501605123439134,81.81788983050198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761884949391115,21.710369842553355,0.0,34.501605123439134,65.21404738278933,0.0,0.0,0.0,0.0,20.23,0.0,5.106527394840706,0.0,11.518956857145081,5.41499046939678,40.59232186753593,44.94575136048208,0.0,0.0,25.60935934877236,0.0,0.0,2.2820833202108,0.0,12.580046283173765,0.9011427626606201,3.7532520786092207,0.0,11.075487423364407,5.074654798647854,0.0,1.0,21,1,1,4,1,5,0,0,0,2,1,2,0,4,1,5,5,4.483900000000005,88.28380000000006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.324,12.520007558578987,-0.021759259259259034,12.520007558578987,0.021759259259259034,0.7837644827503578,253.30499999999995,238.18499999999995,253.1215121,96,0,0.261343319649893,-0.32416973676675515,0.32416973676675515,0.261343319649893,1.105263157894737,1.8421052631578947,2.5789473684210527,2.314459898588003,638.7927427712117,13.405412915006313,10.998447742477667,10.998447742477667,9.236382105218448,6.3335972368834375,6.3335972368834375,4.471712156692035,4.471712156692035,3.427503612648858,3.427503612648858,2.479311904597077,2.479311904597077,-2.36,32999.605907523764,11.71480336716462,4.387759596716938,1.6782012787896072,111.84327205101522,9.799819461700956,5.817862777835028,0.0,0.0,5.907179729351506,0.0,4.794537184071822,4.9839785209472085,0.0,0.0,12.13273413692322,31.18920547353706,19.78927196020284,16.93822404106412,4.794537184071822,23.09981505655366,0.0,4.9839785209472085,0.0,6.923737199690624,23.392247850290723,48.15849747407974,0.0,0.0,9.799819461700956,17.192635327202154,0.0,0.0,24.48358663888848,0.0,0.0,17.28172587545944,42.59504598238274,0.0,0.0,0.0,36.44,0.0,4.794537184071822,0.0,5.907179729351506,5.563451491696996,23.737391733114727,0.0,24.210792353602354,30.33183534230805,16.80762545148831,0.0,0.0,0.0,20.67518424036281,0.0,2.5636111111111113,0.7067592592592598,11.533615835222978,1.7249074074074073,2.82657029478458,1.802685185185185,0.2,19,0,4,0,1,1,1,1,2,3,0,4,1,0,0,0,3,2.829600000000001,76.09250000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OCCOc1ccccc1,-0.7,8.402570861678004,0.06437925170068026,8.402570861678004,0.06437925170068026,0.6762728590662826,138.16599999999997,128.08599999999998,138.06807956,54,0,0.1189178408261219,-0.4912065654965863,0.4912065654965863,0.1189178408261219,1.2,1.9,2.5,2.4265223465879537,171.872282370036,7.234204518682008,5.6564267942850455,5.6564267942850455,4.931851652578137,3.219710648366542,3.219710648366542,1.885121039864459,1.885121039864459,1.1032209973700875,1.1032209973700875,0.6802149493410344,0.6802149493410344,-1.02,251.66716234355823,7.091358574610246,3.9034862510592334,2.0703945242384734,60.06906632999306,9.843390348640755,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,12.13273413692322,0.0,6.606881964512918,9.843390348640755,0.0,0.0,0.0,0.0,0.0,13.213763929025836,30.33183534230805,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,18.32029132386654,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,29.46,0.0,0.0,0.0,6.606881964512918,6.606881964512918,5.749511833283905,0.0,0.0,30.33183534230805,0.0,9.843390348640755,5.105138888888889,0.0,0.0,8.402570861678004,0.0,0.8023611111111113,9.42712396069539,0.0,0.4294718442932728,0.0,0.25,10,1,2,0,0,0,1,0,1,2,1,2,3,0,0,0,1,1.0576999999999999,39.02280000000002,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63,5.627098765432098,0.34049382716049426,5.627098765432098,0.34049382716049426,0.44741511729822037,215.894,213.878,213.891060784,54,0,0.0779030660373676,-0.08423147288483936,0.08423147288483936,0.0779030660373676,0.8,1.2,1.6,3.310532874722407,232.91988337222986,7.723614639131599,4.666558430416161,7.690274214489978,4.6090609052806215,2.4106294843977065,3.9224873764346153,1.6834171893375045,3.312217696299929,0.9485883262963465,2.363652804937509,0.5245893946264945,1.4506759700442975,0.3799999999999999,153.18156034003755,8.476339113680153,3.1854669501180934,1.7010964859316502,78.64446802702365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,12.13273413692322,5.022633313741326,15.067899941223978,0.0,46.40375956093006,0.0,0.0,0.0,0.0,0.0,32.22326739188853,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,0.0,12.13273413692322,20.090533254965305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.090533254965305,0.0,12.13273413692322,0.0,0.0,0.0,46.40375956093006,0.0,22.458580246913577,0.0,1.5745061728395082,0.0,0.0,3.078024691358025,0.0,0.0,0.0,0.0,10,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,1,4.3002,46.482000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,6.6189120370370365,-1.5031944444444445,6.6189120370370365,0.1837962962962969,0.4512924377010626,409.7819999999999,403.7339999999999,405.797771632,102,0,0.16639213708135842,-0.12137493978578001,0.16639213708135842,0.12137493978578001,0.8888888888888888,1.3888888888888888,1.9444444444444444,2.2643842348284595,458.7940325905037,13.671208396324303,8.540223642018866,14.587655210166506,8.113931529398815,5.214176049617017,8.354834448616353,4.954289078731422,9.294475914629977,4.316900465921419,9.791961426781736,3.483641590366995,7.46047766432058,2.06,10895.219690366192,14.974961174872123,4.074683778471499,1.2808607895598967,144.74276337968047,0.0,9.748344582882218,4.33335411348544,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,46.40375956093006,12.338727669087403,5.917906046161393,20.818748440638647,0.0,92.80751912186011,0.0,0.0,11.835812092322787,31.25669605570512,0.0,10.064572704227194,0.0,0.0,0.0,0.0,0.0,92.80751912186011,24.835874432779107,0.0,11.835812092322787,6.4208216229260096,10.064572704227194,0.0,0.0,0.0,0.0,19.458786564573384,0.0,0.0,27.277472664755706,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,92.80751912186011,-1.5031944444444445,51.00593364197531,-2.5047916666666654,-0.2594598765432088,0.0,-0.4884259259259265,0.0,0.555493827160494,0.0,0.0,0.8,18,0,0,3,0,3,0,0,0,0,0,8,0,2,0,2,3,5.682800000000001,81.21600000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc2cc(C)ccc2c1,-4.89,2.217037037037037,1.3253269085411943,2.217037037037037,1.3253269085411943,0.5476492453414699,156.228,144.13199999999998,156.093900384,60,0,-0.018120838622015002,-0.05868734424912232,0.05868734424912232,0.018120838622015002,0.6666666666666666,1.0833333333333333,1.5,2.786653081405114,372.05786619344804,8.55204176387779,7.464101615137755,7.464101615137755,5.7540201954234895,4.226067743425171,4.226067743425171,3.354059275497024,3.354059275497024,2.1512462146853033,2.1512462146853033,1.4845795480186375,1.4845795480186375,-1.2999999999999998,692.0588537696142,7.354540141719628,2.6325540535695073,1.2038157249877475,72.84295188002538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.52510539416365,24.61992282831084,0.0,0.0,0.0,10.772448428929591,0.0,0.0,0.0,13.847474399381248,0.0,47.52510539416365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,11.126902983393991,36.39820241076966,0.0,10.772448428929591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.899351412323583,0.0,0.0,50.245676810150904,0.0,0.0,0.0,0.0,2.6677777777777782,2.6506538170823886,0.0,13.099629629629629,0.0,4.248605442176871,0.0,0.16666666666666666,12,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,3.456640000000002,53.42200000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc1nc(O)nc2nc[nH]c12 ,-3.401,8.873333333333333,-0.35916666666666663,8.873333333333333,0.19907407407407463,0.47697132842406215,151.129,146.089,151.04940978,56,0,0.3175447569735516,-0.4789080952439534,0.4789080952439534,0.3175447569735516,1.4545454545454546,2.272727272727273,3.090909090909091,2.9065946681415005,394.6721492531732,7.8449349826912425,5.443554920379083,5.443554920379083,5.270856947829095,2.927189945436661,2.927189945436661,2.009990463590502,2.009990463590502,1.301822646760895,1.301822646760895,0.843684952331924,0.843684952331924,-1.85,514.325039405107,5.899350869955592,1.8152833600191707,0.7592026919690413,61.115296464294744,15.824173392950097,5.516700717616262,11.465039998602755,0.0,0.0,6.010464839586836,0.0,4.9839785209472085,9.967957041894417,0.0,0.0,0.0,0.0,6.3273200747645415,5.106527394840706,16.981740716219015,0.0,19.935914083788834,0.0,0.0,5.733667477162185,6.3273200747645415,0.0,6.010464839586836,5.733667477162185,5.817862777835028,6.010464839586836,0.0,25.042441478629538,0.0,0.0,0.0,6.3273200747645415,0.0,11.16387793838399,0.0,100.71000000000001,0.0,0.0,0.0,11.828327617421865,11.16387793838399,0.0,6.3273200747645415,0.0,0.0,19.935914083788834,10.84019487200289,0.0,0.0,13.680046296296297,8.873333333333333,6.33375,0.19907407407407463,-0.35916666666666663,1.4396296296296296,0.0,0.0,0.0,11,4,6,0,0,0,0,2,2,5,3,6,0,0,0,0,2,-0.3593,37.7609,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=N(=O)c1ccccc1,-1.8,10.006481481481481,-0.4166666666666665,10.006481481481481,0.13657407407407463,0.4200757446342405,123.11099999999996,118.07099999999998,123.0320284,46,0,0.2689216270439583,-0.2583096384435056,0.2689216270439583,0.2583096384435056,1.2222222222222223,1.7777777777777777,2.111111111111111,2.981454614041131,207.5576620543373,6.69023444431199,4.650461522375814,4.650461522375814,4.304530452640311,2.4994387719430495,2.4994387719430495,1.5926589440218357,1.5926589440218357,0.967012110859851,0.967012110859851,0.5497102281601604,0.5497102281601604,-1.38,129.22533870330605,5.751233595800525,2.2593342006647616,1.2528322001978998,52.08437884199676,0.0,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,18.19910120538483,0.0,12.13273413692322,4.923311048817671,4.923311048817671,5.687386274683562,0.0,0.0,0.0,0.0,0.0,40.44615361107362,0.0,0.0,0.0,5.687386274683562,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,30.33183534230805,0.0,0.0,0.0,43.14,4.923311048817671,10.114318268765572,0.0,5.687386274683562,0.0,0.0,12.13273413692322,18.19910120538483,0.0,0.0,0.0,0.0,0.0,9.589814814814815,10.006481481481481,0.13657407407407463,0.0,7.933796296296296,0.0,0.0,0.0,0.0,9,0,3,0,0,0,1,0,1,2,0,3,1,0,0,0,1,1.5948,33.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CC=CC1,-2.1,2.236111111111111,1.3194444444444444,2.236111111111111,1.3194444444444444,0.37908242774858664,68.11900000000001,60.05499999999999,68.062600256,28,0,-0.034778562662440664,-0.08852787792887483,0.08852787792887483,0.034778562662440664,1.0,1.6,1.8,2.3238508690240813,38.0,3.5355339059327378,3.276020881938894,3.276020881938894,2.5,2.1498299142610593,2.1498299142610593,1.4023081805739313,1.4023081805739313,0.9082482904638629,0.9082482904638629,0.5892556509887896,0.5892556509887896,-0.26,22.886435386960574,2.950970464135022,1.2497295661307843,0.5039801313892006,32.50358529970249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7265,22.990999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,2.3028617017955004,1.3742,2.3028617017955004,1.3742,0.1576690191819601,366.7180000000002,312.28600000000006,366.422551728,158,0,-0.0533059727891157,-0.06538238322279266,0.06538238322279266,0.0533059727891157,0.19230769230769232,0.3076923076923077,0.4230769230769231,2.94691201256248,196.07820003461558,18.970562748477143,18.970562748477143,18.970562748477143,12.914213562373096,12.914213562373094,12.914213562373094,8.778174593052023,8.778174593052023,5.957106781186547,5.957106781186547,4.035533905932737,4.035533905932737,0.0,521768.5623476359,26.0,25.0,24.0,167.86280388774483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.94719334960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.94719334960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.94719334960556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0997189502243,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.394276596409,4.605723403591001,0.0,1.0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,10.388599999999993,122.15600000000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
